Абсолютный путь,Относительный путь,Имя классa
/home/cossieman2000/WORK/python/dataset/polar bear/0249.jpg,/python/dataset/polar bear/0249.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0250.jpg,/python/dataset/polar bear/0250.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0251.jpg,/python/dataset/polar bear/0251.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0252.jpg,/python/dataset/polar bear/0252.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0253.jpg,/python/dataset/polar bear/0253.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0254.jpg,/python/dataset/polar bear/0254.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0255.jpg,/python/dataset/polar bear/0255.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0256.jpg,/python/dataset/polar bear/0256.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0257.jpg,/python/dataset/polar bear/0257.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0258.jpg,/python/dataset/polar bear/0258.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0259.jpg,/python/dataset/polar bear/0259.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0260.jpg,/python/dataset/polar bear/0260.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0261.jpg,/python/dataset/polar bear/0261.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0262.jpg,/python/dataset/polar bear/0262.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0263.jpg,/python/dataset/polar bear/0263.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0264.jpg,/python/dataset/polar bear/0264.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0265.jpg,/python/dataset/polar bear/0265.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0266.jpg,/python/dataset/polar bear/0266.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0267.jpg,/python/dataset/polar bear/0267.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0268.jpg,/python/dataset/polar bear/0268.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0269.jpg,/python/dataset/polar bear/0269.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0270.jpg,/python/dataset/polar bear/0270.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0271.jpg,/python/dataset/polar bear/0271.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0272.jpg,/python/dataset/polar bear/0272.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0273.jpg,/python/dataset/polar bear/0273.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0274.jpg,/python/dataset/polar bear/0274.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0275.jpg,/python/dataset/polar bear/0275.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0276.jpg,/python/dataset/polar bear/0276.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0277.jpg,/python/dataset/polar bear/0277.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0278.jpg,/python/dataset/polar bear/0278.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0279.jpg,/python/dataset/polar bear/0279.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0280.jpg,/python/dataset/polar bear/0280.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0281.jpg,/python/dataset/polar bear/0281.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0282.jpg,/python/dataset/polar bear/0282.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0283.jpg,/python/dataset/polar bear/0283.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0284.jpg,/python/dataset/polar bear/0284.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0285.jpg,/python/dataset/polar bear/0285.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0286.jpg,/python/dataset/polar bear/0286.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0287.jpg,/python/dataset/polar bear/0287.jpg,polar bear
/home/cossieman2000/WORK/python/dataset/polar bear/0288.jpg,/python/dataset/polar bear/0288.jpg,polar bear
